house_number_sans_lettre;street_id_phaco;x_31370;y_31370;cd_sector
7;34206;192014;76554;91054L000
6;27115;189454;66561;91143F00-
218;27036;188125;56052;91143C00-
5;32370;188467;93871;91013F09-
1;32312;192161;89169;91013A091
20;42852;219578;108167;91120C162
8;42852;219466;108123;91120C162
1;42852;219448;108176;91120C162
21;18560;193881;105386;91034D00-
107;25694;182962;94543;91142E001
25;18566;196511;106633;91034D20-
25;18577;196417;106513;91034D20-
213;27036;188181;56034;91143C00-
42;30282;191313;98688;91072F000
72;34133;186795;75340;91054E000
36;27038;188222;61748;91143A200
224;27036;188034;56066;91143C00-
37;24805;182902;101247;91142A063
23;24805;182958;101225;91142A063
64;27020;190490;62495;91143A00-
3;22104;187555;112079;91141A052
2;22104;187539;112078;91141A052
1;22104;187522;112078;91141A052
1;24920;182801;100562;91142B000
59;34994;213716;94344;91114B010
109;34838;205452;88871;91114G00-
3;34840;210690;94654;91114A00-
1;34840;210707;94642;91114A00-
2;34825;208397;90887;91114D00-
1;34825;208428;90879;91114D00-
95;25685;182989;94309;91142E001
14;34983;208494;90971;91114D00-
57;34978;206959;93545;91114E000
36;30236;188101;95761;91072E091
12;30499;193631;99873;91072G291
13;22171;186877;111920;91141A052
23;32376;192048;88866;91013A00-
9;26128;186448;110874;91005A001
55;26128;186741;110656;91005A001
53;26128;186732;110642;91005A001
5;26128;186481;110930;91005A001
4;26128;186483;110982;91005A001
33;26128;186601;110792;91005A001
27;26128;186566;110818;91005A001
23;26128;186556;110840;91005A001
2;26128;186478;110988;91005A001
29;17887;189221;103388;91034A201
26;17887;189136;103260;91034A201
93;17944;188893;105416;91034A001
90;17944;188868;105420;91034A001
86;17944;188872;105413;91034A001
81;17944;188907;105386;91034A001
66;17944;188899;105358;91034A001
65;17944;188937;105327;91034A001
36;39465;201621;108956;91030A02-
3;39465;201589;109086;91030A03-
32;39174;201651;109076;91030A03-
1;39279;202220;109804;91030A00-
46;39280;202206;109740;91030A00-
