house_number_sans_lettre;street_id_phaco;x_31370;y_31370;cd_sector
137;49820;120674;127668;53053A912
39;49653;120619;126800;53053A01-
37;49858;119897;126247;53053A232
3;49530;120827;127593;53053A92-
15;49796;120436;126883;53053A021
18;49539;120050;127461;53053A051
31;49797;121083;126880;53053A101
32;49523;120816;128057;53053A523
30;49677;120783;127244;53053A92-
60;49523;120839;128171;53053A523
164;52106;106437;118850;53020C001
4;49822;120621;127518;53053A912
60;49719;120616;127054;53053A00-
26;49552;120842;128356;53053A501
1;49850;120921;128218;53053A501
13;49535;120998;127408;53053A92-
13;49598;121303;127259;53053A111
5;49850;120922;128228;53053A501
17;49625;122268;127541;53053A743
9;49668;120127;126589;53053A031
36;47490;112725;122177;53082A223
1;49648;120626;126785;53053A01-
56;49683;120657;127032;53053A01-
13;47490;112752;122235;53082A223
115;49587;119230;128255;53053A492
225;54148;123326;124920;53053P112
17;54986;124227;125353;53053J00-
25;54201;125016;131221;53053F100
286;54196;124223;132318;53053F111
2;53262;121083;124282;53053R00-
234;53768;119711;131072;53053E043
316;49594;122819;127390;53053A730
348;49594;123183;127500;53053A70-
11;53184;120090;124020;53053B101
221;53184;119511;123398;53053B192
22;53780;119862;130440;53053E032
83;53262;120804;123924;53053R00-
28;53780;119842;130428;53053E032
348;53222;124465;122176;53053L00-
9;53262;121106;124258;53053R00-
523;53222;125103;121466;53053L00-
399;53222;124337;122477;53053L091
16;53777;121495;130782;53053G001
156;53327;127677;129649;53053H200
142;53327;127621;129636;53053H200
25;50955;117822;129075;53053D201
123;53304;126235;127451;53053H10-
122;51499;115592;125044;53053U00-
82;53304;126272;127745;53053H10-
17;51499;115629;125454;53053U00-
32;53304;126217;127946;53053H10-
65;53244;120324;125550;53053B021
1328;53336;127454;128363;53053H001
444;53260;120026;124371;53053B101
115;53303;128789;128160;53053H0PN
63;53303;128492;128464;53053H0PN
1060;53336;126407;128079;53053H10-
1044;53336;126376;128080;53053H10-
53;53751;121019;129674;53053E001
36;53751;121018;129638;53053E001
103;54250;113826;126103;53065A401
48;53233;120853;125717;53053B021
314;54943;127400;124720;53053K09-
23;53801;119874;129844;53053E021
11;51002;118181;128664;53053D222
64;53200;120356;125249;53053B021
48;53200;120494;125357;53053B021
1248;53336;127198;128236;53053H001
19;54149;122774;123615;53053P00-
127;49594;121883;127416;53053A111
361;53260;120174;123988;53053B101
1030;53336;126220;128096;53053H10-
9;50970;117341;129024;53053D021
24;54168;124247;129891;53053F00-
15;53186;120272;125291;53053B021
11;49625;122253;127498;53053A743
45;53500;119823;123290;53053S00-
18;49675;119818;126988;53053A04-
4;49749;120453;126562;53053A021
135;49899;119160;126470;53053C11-
32;49683;120606;126991;53053A01-
14;49714;118555;127242;53053T10-
3;52163;108189;120790;53020A022
4;49869;122568;127535;53053A743
11;49820;120492;127255;53053A912
9;49742;119935;125468;53053A20-
112;49814;120208;126593;53053A031
9;49726;119683;126795;53053A04-
52;53761;120776;128878;53053E01-
18;49557;122544;126467;53053A801
1266;53336;127255;128264;53053H001
3;53824;119986;130393;53053E032
9;49901;120985;126727;53053A101
76;55743;113279;134542;53044E200
6;49779;120029;126708;53053A00-
